sehir,ilce,ev_tipi,metrekare,oda_sayisi,salon_sayisi,banyo_sayisi,bina_yasi,bina_kat_sayisi,bulundugu_kat,balkon,asansor,park_yeri,site_icinde,esyali,isinma_turu,fiyat_tl
Kayseri,İncesu,4+2,109,4,2,3,3,10,5,True,False,True,False,True,Elektrik,728053
Konya,Selçuklu,3+2,60,3,2,2,43,3,2,False,False,True,False,True,Elektrik,300000
Konya,Ereğli,1+1,35,1,1,1,48,8,7,False,True,True,True,False,Doğalgaz,300000
Mersin,Tarsus,4+2,98,4,2,3,6,4,4,True,True,False,True,False,Soba,745770
Bursa,Yıldırım,5+1,95,5,1,3,25,15,15,False,True,True,True,True,Kombi,874069
Antalya,Aksu,2+2,40,2,2,2,29,7,1,True,False,False,False,False,Klima,300000
Antalya,Kaş,3+1,39,3,1,2,18,30,0,True,True,True,False,False,Soba,426989
İzmir,Bornova,4+2,91,4,2,3,12,20,15,False,False,False,True,False,Doğalgaz,724435
Ankara,Altındağ,3+2,76,3,2,2,24,4,1,True,True,True,True,False,Merkezi,689182
İzmir,Menderes,2+1,73,2,1,2,39,30,26,True,False,False,False,False,Kombi,490888
Mersin,Erdemli,2+2,84,2,2,2,14,15,0,True,True,False,True,True,Merkezi,696814
Adana,Sarıçam,2+1,57,2,1,2,7,10,9,True,True,True,True,True,Soba,601956
Gaziantep,Nurdağı,3+2,103,3,2,2,17,10,7,False,True,True,False,True,Klima,431466
Antalya,Kaş,5+1,122,5,1,3,30,4,2,False,True,True,True,True,Elektrik,1098499
Ankara,Yenimahalle,4+1,98,4,1,3,12,20,11,True,True,True,True,False,Kombi,942901
Gaziantep,Şahinbey,4+1,92,4,1,3,47,7,3,True,False,True,False,False,Elektrik,406589
İzmir,Balçova,3+2,87,3,2,2,40,15,7,True,False,False,False,False,Doğalgaz,505942
Antalya,Manavgat,3+1,79,3,1,2,30,15,5,True,True,True,False,False,Klima,640945
İstanbul,Esenler,2+2,107,2,2,2,26,10,3,False,True,False,True,False,Merkezi,1225013
Gaziantep,Nizip,4+1,77,4,1,3,6,10,6,True,False,False,False,True,Klima,389438
Antalya,Aksu,2+2,64,2,2,2,25,20,15,False,False,True,True,False,Merkezi,522689
Kayseri,İncesu,2+1,54,2,1,2,14,10,2,False,False,True,False,True,Klima,303542
Gaziantep,İslahiye,5+2,99,5,2,3,21,25,23,True,True,True,False,True,Merkezi,704484
Gaziantep,Nurdağı,4+2,81,4,2,3,14,5,0,False,False,True,True,True,Merkezi,460917
Bursa,Gemlik,3+2,101,3,2,2,26,4,2,True,True,False,True,True,Elektrik,861104
Konya,Ereğli,2+2,78,2,2,2,0,5,3,True,False,False,False,True,Merkezi,502456
İstanbul,Esenler,3+2,99,3,2,2,13,3,0,True,False,False,True,False,Merkezi,1369079
Kayseri,Talas,3+2,86,3,2,2,12,8,5,False,False,False,False,False,Elektrik,302391
Ankara,Etimesgut,5+1,86,5,1,3,50,12,0,True,True,False,False,False,Elektrik,478695
Ankara,Gölbaşı,4+1,71,4,1,3,25,25,6,True,True,False,True,True,Klima,725809
Adana,Sarıçam,3+1,76,3,1,2,49,25,25,False,False,False,True,True,Elektrik,482231
İzmir,Torbalı,1+1,41,1,1,1,23,12,10,True,False,True,False,False,Doğalgaz,365482
Konya,Selçuklu,5+2,122,5,2,3,33,10,3,True,False,False,True,False,Elektrik,559952
İzmir,Karşıyaka,5+2,128,5,2,3,11,12,6,True,True,True,False,True,Merkezi,1725407
Adana,Kozan,1+1,35,1,1,1,2,7,2,False,False,False,True,False,Klima,300000
Kayseri,İncesu,5+1,84,5,1,3,4,8,2,False,True,True,False,False,Merkezi,465331
Kayseri,Talas,2+1,44,2,1,2,0,4,3,True,True,False,False,False,Merkezi,300000
Mersin,Akdeniz,2+1,76,2,1,2,31,4,4,True,False,True,False,True,Kombi,391430
İstanbul,Gaziosmanpaşa,2+2,88,2,2,2,20,5,4,False,True,False,False,True,Elektrik,1131968
Kayseri,Develi,5+2,85,5,2,3,45,12,5,True,False,True,False,True,Merkezi,447462
Mersin,Tarsus,2+2,61,2,2,2,12,5,0,False,True,False,True,False,Doğalgaz,355260
İstanbul,Esenler,4+2,95,4,2,3,41,5,3,True,False,False,False,False,Klima,996839
İstanbul,Sultanbeyli,4+2,81,4,2,3,10,25,5,False,False,True,False,False,Kombi,1175516
Antalya,Muratpaşa,5+1,79,5,1,3,20,12,1,False,False,False,True,False,Merkezi,872054
Bursa,Gemlik,3+1,35,3,1,2,6,4,2,True,False,True,True,True,Soba,554140
Ankara,Pursaklar,2+1,65,2,1,2,43,15,2,False,True,False,False,False,Soba,395380
Ankara,Çankaya,1+0,35,1,0,1,22,4,1,False,False,True,True,False,Elektrik,385552
Bursa,Nilüfer,1+0,35,1,0,1,29,15,6,True,True,False,True,False,Merkezi,300000
Kayseri,Develi,4+2,100,4,2,3,24,8,1,False,True,False,False,False,Soba,499674
İstanbul,Çekmeköy,4+1,64,4,1,3,50,30,26,False,False,False,False,True,Kombi,725277
İzmir,Menderes,3+1,102,3,1,2,15,30,16,True,False,True,True,True,Doğalgaz,1348352
Adana,Ceyhan,5+2,117,5,2,3,20,30,22,True,False,False,True,True,Kombi,715073
İstanbul,Eyüpsultan,4+2,94,4,2,3,9,20,19,False,False,False,True,True,Merkezi,2085245
Gaziantep,Şehitkamil,2+2,72,2,2,2,9,30,8,False,True,False,False,True,Merkezi,300000
İstanbul,Bakırköy,4+2,94,4,2,3,43,12,2,True,True,False,True,True,Elektrik,1108395
Ankara,Sincan,4+1,78,4,1,3,50,15,14,False,False,False,True,True,Soba,697216
Konya,Karatay,2+2,97,2,2,2,15,3,2,True,True,False,True,True,Klima,689054
İstanbul,Zeytinburnu,5+2,121,5,2,3,4,30,25,True,True,False,True,False,Kombi,2305783
Bursa,Gemlik,4+2,81,4,2,3,34,7,7,True,False,False,False,False,Klima,300000
Konya,Beyşehir,2+1,60,2,1,2,14,10,8,False,False,True,False,True,Klima,370755
Antalya,Döşemealtı,1+0,35,1,0,1,8,7,4,True,False,False,False,False,Kombi,333148
İzmir,Konak,3+1,77,3,1,2,21,20,9,False,True,True,True,False,Soba,904217
Bursa,Kestel,4+2,137,4,2,3,17,5,5,False,False,False,True,False,Kombi,1201637
Ankara,Sincan,5+2,137,5,2,3,30,8,7,False,False,False,False,False,Doğalgaz,1028209
İzmir,Torbalı,4+1,61,4,1,3,33,7,0,True,False,True,True,True,Soba,595576
Antalya,Kaş,4+2,110,4,2,3,17,3,1,True,False,False,False,False,Doğalgaz,1072424
Adana,Kozan,1+0,35,1,0,1,22,8,6,False,True,False,False,False,Kombi,300000
Kayseri,Develi,2+2,121,2,2,2,13,12,12,False,True,True,True,True,Soba,972125
Konya,Beyşehir,2+1,70,2,1,2,26,25,20,True,False,True,False,False,Elektrik,300000
Adana,Kozan,2+1,68,2,1,2,22,8,8,False,True,False,False,True,Kombi,407424
Konya,Selçuklu,1+1,50,1,1,1,26,30,2,True,True,True,False,True,Doğalgaz,308290
Gaziantep,Nizip,3+1,58,3,1,2,30,12,4,False,False,True,True,True,Kombi,300000
Ankara,Etimesgut,4+1,86,4,1,3,10,7,2,True,False,False,False,False,Kombi,921792
Konya,Selçuklu,1+0,35,1,0,1,20,5,5,True,False,True,True,True,Kombi,300000
Konya,Selçuklu,1+1,40,1,1,1,23,8,8,False,True,True,True,False,Soba,300000
Ankara,Elmadağ,4+1,88,4,1,3,20,5,2,False,True,False,True,True,Klima,962631
Kayseri,Develi,2+2,87,2,2,2,8,7,1,False,False,True,True,True,Doğalgaz,673129
İzmir,Güzelbahçe,1+1,43,1,1,1,39,20,14,True,False,False,True,True,Doğalgaz,354854
Konya,Beyşehir,2+1,59,2,1,2,14,6,6,False,True,True,True,True,Doğalgaz,416956
Bursa,Nilüfer,3+2,87,3,2,2,16,4,4,True,True,False,True,True,Kombi,1091844
Antalya,Side,5+2,134,5,2,3,49,5,0,True,True,True,False,True,Merkezi,1341741
Ankara,Polatlı,5+1,137,5,1,3,19,10,0,True,False,True,False,True,Kombi,1398675
İstanbul,Üsküdar,1+0,35,1,0,1,27,30,15,False,False,True,True,True,Merkezi,851014
İzmir,Karşıyaka,2+1,63,2,1,2,20,15,3,False,True,False,False,True,Elektrik,835596
Gaziantep,Oğuzeli,1+0,35,1,0,1,21,15,5,True,True,True,False,True,Klima,300000
İstanbul,Gaziosmanpaşa,1+1,52,1,1,1,19,10,6,False,True,False,False,True,Soba,579162
Adana,Çukurova,5+1,101,5,1,3,33,6,4,True,True,False,True,False,Merkezi,354609
Adana,Aladağ,5+1,91,5,1,3,20,4,1,False,True,False,False,False,Soba,350191
Mersin,Yenişehir,4+1,88,4,1,3,7,6,0,False,False,True,False,False,Merkezi,528003
Gaziantep,Şehitkamil,1+1,51,1,1,1,23,10,7,False,False,False,False,True,Soba,300000
Mersin,Akdeniz,4+2,90,4,2,3,19,20,3,True,True,True,False,False,Doğalgaz,480602
Mersin,Mezitli,1+1,55,1,1,1,23,15,8,True,False,False,False,False,Kombi,300000
Ankara,Polatlı,4+2,79,4,2,3,5,12,10,False,True,True,False,True,Klima,917789
Gaziantep,Nurdağı,1+0,35,1,0,1,24,20,11,True,False,True,False,False,Klima,300000
Ankara,Sincan,3+2,113,3,2,2,26,20,20,True,True,False,True,False,Merkezi,869615
Adana,Yüreğir,4+2,109,4,2,3,15,3,0,False,True,True,True,True,Soba,956592
Ankara,Elmadağ,1+1,50,1,1,1,22,3,3,True,False,True,False,False,Doğalgaz,507022
Antalya,Muratpaşa,5+2,137,5,2,3,9,6,6,True,True,False,True,True,Klima,2518032
İzmir,Bayraklı,3+2,87,3,2,2,25,5,1,False,False,False,False,False,Soba,535215
Antalya,Kaş,2+2,80,2,2,2,1,30,4,False,True,False,False,True,Doğalgaz,1301012
İstanbul,Arnavutköy,4+1,89,4,1,3,20,15,2,False,False,True,False,False,Elektrik,573486
Ankara,Keçiören,2+2,58,2,2,2,25,25,6,True,True,False,True,True,Doğalgaz,396399
Mersin,Akdeniz,4+2,106,4,2,3,24,20,7,False,False,True,False,True,Soba,566795
Ankara,Beypazarı,5+2,121,5,2,3,21,8,2,True,True,False,False,False,Klima,853646
Antalya,Alanya,5+2,130,5,2,3,34,12,4,False,False,True,False,True,Merkezi,1300264
Adana,Seyhan,5+1,71,5,1,3,40,15,11,True,False,False,True,True,Kombi,300000
Ankara,Mamak,4+1,82,4,1,3,1,15,4,False,False,True,True,True,Kombi,1647261
Mersin,Yenişehir,2+1,79,2,1,2,27,15,14,False,True,False,True,True,Merkezi,496466
Bursa,Kestel,1+1,40,1,1,1,13,12,8,False,False,False,True,False,Merkezi,335647
Antalya,Döşemealtı,3+1,64,3,1,2,18,4,0,False,False,True,True,False,Kombi,566554
Gaziantep,Şahinbey,3+2,51,3,2,2,10,7,3,True,True,False,False,True,Soba,300000
Bursa,Mudanya,1+1,41,1,1,1,47,8,8,False,True,False,False,True,Klima,300000
Ankara,Etimesgut,5+2,62,5,2,3,43,6,1,True,True,True,True,False,Elektrik,591057
İstanbul,Sancaktepe,4+1,42,4,1,3,43,4,3,True,True,False,False,False,Kombi,488233
Ankara,Keçiören,5+2,127,5,2,3,22,12,12,True,True,True,False,True,Klima,1395739
Mersin,Akdeniz,4+1,92,4,1,3,11,8,3,False,False,True,False,False,Merkezi,449303
Konya,Beyşehir,2+1,59,2,1,2,20,25,12,False,True,True,False,False,Klima,300000
Mersin,Tarsus,1+0,35,1,0,1,7,25,10,True,False,False,False,False,Klima,300000
Konya,Beyşehir,4+1,82,4,1,3,43,15,15,False,True,False,True,True,Doğalgaz,399682
İzmir,Çiğli,4+1,107,4,1,3,21,8,8,True,True,False,True,True,Soba,988733
İstanbul,Beyoğlu,4+1,72,4,1,3,47,25,3,False,False,False,True,False,Klima,675997
Gaziantep,Nizip,1+1,61,1,1,1,20,7,1,False,True,True,False,False,Doğalgaz,300000
İstanbul,Kadıköy,1+1,42,1,1,1,27,15,8,False,True,False,False,True,Soba,606567
Ankara,Gölbaşı,5+2,129,5,2,3,22,8,8,True,True,False,False,False,Kombi,1158226
Ankara,Sincan,2+2,120,2,2,2,24,5,0,False,True,False,False,False,Merkezi,875285
Antalya,Muratpaşa,1+0,35,1,0,1,1,12,2,True,True,False,False,False,Kombi,531713
Mersin,Mezitli,4+2,94,4,2,3,1,8,7,True,False,False,False,False,Doğalgaz,488062
Antalya,Kaş,2+2,79,2,2,2,15,15,1,False,False,True,False,True,Elektrik,1050513
Ankara,Pursaklar,5+2,100,5,2,3,19,5,0,False,False,False,False,True,Merkezi,745041
Adana,Aladağ,3+1,92,3,1,2,16,3,0,False,False,False,False,False,Soba,300000
Ankara,Altındağ,3+2,53,3,2,2,1,3,1,False,False,True,True,True,Doğalgaz,707916
Adana,Aladağ,4+1,57,4,1,3,26,6,6,True,True,True,True,False,Klima,324940
Konya,Selçuklu,2+1,54,2,1,2,15,5,3,True,False,True,False,True,Soba,302924
Bursa,Gemlik,1+0,35,1,0,1,15,4,0,True,False,False,False,True,Doğalgaz,300000
Kayseri,Kocasinan,3+2,105,3,2,2,20,10,3,False,True,True,False,True,Elektrik,747543
Kayseri,Develi,4+1,75,4,1,3,26,5,2,False,False,True,True,False,Kombi,373795
İstanbul,Şişli,4+1,78,4,1,3,17,25,0,False,False,False,False,False,Doğalgaz,1176676
Mersin,Akdeniz,5+1,65,5,1,3,11,10,1,True,False,False,False,True,Merkezi,315222
İstanbul,Beşiktaş,5+1,87,5,1,3,15,6,1,False,False,False,False,True,Kombi,1338929
Ankara,Çankaya,2+2,70,2,2,2,37,20,16,False,False,False,True,False,Klima,631512
Bursa,Gemlik,1+1,53,1,1,1,16,5,5,True,False,False,False,True,Doğalgaz,411690
Konya,Meram,1+1,39,1,1,1,12,3,1,False,False,False,True,False,Kombi,300000
Bursa,Gemlik,1+1,39,1,1,1,35,12,11,True,False,True,False,False,Soba,300000
Konya,Akşehir,4+1,56,4,1,3,43,10,6,True,False,True,True,True,Kombi,300000
Antalya,Muratpaşa,1+1,41,1,1,1,27,6,6,False,False,True,False,True,Kombi,595254
Kayseri,İncesu,4+2,73,4,2,3,9,8,0,False,True,True,True,False,Soba,429297
Antalya,Kalkan,5+2,156,5,2,3,4,25,5,False,False,False,True,True,Klima,1947028
Bursa,Mudanya,4+1,79,4,1,3,29,7,3,False,True,False,True,True,Merkezi,471329
Gaziantep,Şehitkamil,5+2,83,5,2,3,30,8,6,False,True,False,True,True,Merkezi,438953
İstanbul,Maltepe,4+2,106,4,2,3,1,8,5,True,True,False,True,False,Merkezi,2000035
Ankara,Keçiören,3+1,46,3,1,2,48,8,8,False,False,False,False,False,Doğalgaz,326684
İzmir,Foça,5+2,141,5,2,3,30,12,5,True,True,True,True,True,Klima,1668920
Ankara,Beypazarı,5+1,107,5,1,3,10,3,2,False,True,True,True,True,Doğalgaz,1337633
Konya,Akşehir,1+1,49,1,1,1,24,25,1,False,True,False,False,False,Merkezi,300000
Bursa,Gemlik,3+2,58,3,2,2,38,25,20,False,True,True,True,True,Klima,386556
Bursa,Osmangazi,2+2,93,2,2,2,24,6,1,True,False,True,True,True,Kombi,891781
Konya,Selçuklu,2+1,40,2,1,2,3,30,25,True,False,False,True,True,Soba,347926
İstanbul,Kadıköy,4+2,104,4,2,3,13,6,1,True,True,True,True,True,Doğalgaz,3130094
Mersin,Mezitli,3+1,61,3,1,2,8,20,6,False,True,True,False,False,Kombi,427291
Antalya,Muratpaşa,1+0,35,1,0,1,46,30,3,False,True,False,True,False,Elektrik,366935
Antalya,Side,3+1,71,3,1,2,38,15,6,True,False,False,True,False,Merkezi,520078
İzmir,Menderes,4+2,137,4,2,3,44,3,2,True,False,True,False,False,Doğalgaz,929488
Mersin,Erdemli,4+1,67,4,1,3,16,12,12,True,True,True,False,False,Elektrik,374079
Konya,Akşehir,5+2,117,5,2,3,24,15,13,False,True,True,False,False,Klima,566147
İstanbul,Beyoğlu,4+1,60,4,1,3,30,15,6,False,False,False,True,False,Elektrik,989800
Konya,Ereğli,3+1,75,3,1,2,10,3,3,False,True,False,False,False,Elektrik,390731
Bursa,Nilüfer,4+2,100,4,2,3,30,5,5,True,True,True,True,True,Klima,1184598
Gaziantep,Şahinbey,3+2,88,3,2,2,46,20,5,False,False,True,True,True,Kombi,451520
Adana,Çukurova,4+1,82,4,1,3,38,10,10,False,True,True,False,False,Klima,401343
Ankara,Beypazarı,3+2,83,3,2,2,17,10,9,True,True,True,False,True,Soba,1089595
Kayseri,Develi,4+1,69,4,1,3,20,7,6,False,False,False,True,False,Merkezi,397237
Adana,Ceyhan,2+2,65,2,2,2,47,20,9,False,False,False,True,True,Klima,300000
Mersin,Tarsus,5+2,107,5,2,3,13,3,0,True,False,False,True,True,Kombi,673643
Adana,Ceyhan,2+2,90,2,2,2,18,25,5,True,False,False,False,True,Soba,441559
Kayseri,Talas,3+2,116,3,2,2,27,5,5,True,False,True,False,False,Doğalgaz,434251
Adana,Yüreğir,2+2,81,2,2,2,20,12,1,False,False,True,False,False,Merkezi,320524
Bursa,Nilüfer,4+1,89,4,1,3,8,15,2,False,False,False,True,False,Elektrik,953155
İstanbul,Beyoğlu,1+0,35,1,0,1,2,10,5,False,True,True,True,False,Elektrik,1041670
Ankara,Elmadağ,5+2,99,5,2,3,9,3,2,True,False,True,False,True,Klima,1394739
Adana,Ceyhan,2+2,66,2,2,2,12,20,1,False,True,False,False,False,Soba,339507
Antalya,Kaş,1+1,35,1,1,1,5,20,1,True,False,True,False,True,Elektrik,470066
Ankara,Keçiören,3+2,89,3,2,2,10,10,4,False,True,False,False,False,Kombi,1080987
Antalya,Side,5+1,96,5,1,3,33,3,3,True,False,True,False,False,Doğalgaz,965900
Bursa,Yıldırım,2+1,61,2,1,2,13,15,15,True,True,True,False,False,Merkezi,507566
Antalya,Kepez,4+2,134,4,2,3,23,5,5,True,True,False,True,False,Soba,1475277
Mersin,Mezitli,5+2,100,5,2,3,6,4,3,True,False,False,False,False,Klima,626042
Konya,Meram,4+1,78,4,1,3,18,4,2,True,False,True,True,True,Soba,343894
Kayseri,İncesu,2+2,93,2,2,2,10,25,17,True,False,True,True,False,Kombi,697007
Kayseri,Kocasinan,3+2,124,3,2,2,8,3,3,False,False,False,False,False,Elektrik,662761
Kayseri,Develi,1+0,35,1,0,1,30,25,1,False,False,True,False,False,Merkezi,300000
Kayseri,Kocasinan,3+2,106,3,2,2,12,3,2,True,False,False,False,True,Soba,779303
Bursa,Gemlik,4+1,82,4,1,3,19,15,9,True,True,False,False,True,Merkezi,622417
İzmir,Buca,1+0,35,1,0,1,22,5,2,True,True,True,True,True,Elektrik,434907
Konya,Karatay,5+1,65,5,1,3,7,12,5,False,True,False,False,False,Klima,364744
Bursa,Nilüfer,5+1,106,5,1,3,10,5,5,True,True,True,True,False,Klima,1607844
Gaziantep,İslahiye,5+1,97,5,1,3,11,4,2,False,False,True,True,False,Elektrik,628205
Mersin,Akdeniz,2+2,92,2,2,2,26,15,1,True,False,False,True,True,Soba,452347
Bursa,Kestel,3+2,80,3,2,2,12,3,0,True,True,False,False,False,Kombi,490766
Adana,Aladağ,5+1,105,5,1,3,33,5,0,True,True,False,True,True,Merkezi,445812
Konya,Meram,5+1,115,5,1,3,27,12,7,False,False,True,True,True,Elektrik,664611
Adana,Sarıçam,5+1,78,5,1,3,35,12,3,False,False,True,True,True,Elektrik,401672
Mersin,Tarsus,4+1,83,4,1,3,49,8,2,False,True,True,False,False,Elektrik,417540
İzmir,Narlıdere,5+2,152,5,2,3,3,30,15,True,False,True,False,True,Kombi,1469365
Bursa,Nilüfer,2+2,73,2,2,2,28,20,15,True,False,True,False,False,Soba,514316
Mersin,Tarsus,5+2,82,5,2,3,41,4,1,False,False,False,False,True,Kombi,335032
Mersin,Tarsus,3+2,98,3,2,2,27,8,3,False,False,True,True,True,Kombi,532943
Adana,Sarıçam,5+2,79,5,2,3,25,15,5,False,False,False,True,False,Merkezi,455057
Mersin,Tarsus,4+2,108,4,2,3,37,20,12,True,False,False,False,False,Doğalgaz,415079
Adana,Çukurova,5+1,74,5,1,3,39,3,1,False,True,True,False,True,Klima,382519
Kayseri,Develi,5+1,91,5,1,3,13,8,4,False,True,False,True,True,Elektrik,438206
Gaziantep,İslahiye,5+2,90,5,2,3,6,15,3,True,False,False,True,True,Klima,650304
İzmir,Seferihisar,5+2,159,5,2,3,30,8,7,False,False,True,False,True,Soba,1402574
Gaziantep,Şehitkamil,1+0,35,1,0,1,0,15,0,True,True,True,True,False,Soba,300000
Ankara,Yenimahalle,2+2,77,2,2,2,0,25,23,True,True,True,True,True,Klima,1763921
İstanbul,Sultanbeyli,2+1,78,2,1,2,28,20,19,False,False,False,False,True,Kombi,1043857
Gaziantep,İslahiye,2+2,62,2,2,2,19,7,0,True,False,True,True,False,Kombi,300000
Antalya,Alanya,5+1,100,5,1,3,46,8,4,True,False,True,False,True,Soba,911387
Antalya,Muratpaşa,3+2,98,3,2,2,25,4,1,False,True,True,True,False,Elektrik,1421086
Gaziantep,Şehitkamil,1+1,56,1,1,1,24,8,8,True,True,False,False,True,Elektrik,316764
Bursa,Mudanya,1+1,43,1,1,1,8,8,2,True,False,True,True,True,Doğalgaz,398575
Mersin,Erdemli,1+1,50,1,1,1,18,5,5,True,True,True,True,True,Doğalgaz,531691
İzmir,Bayraklı,4+1,75,4,1,3,46,3,0,True,True,False,False,False,Elektrik,513341
Konya,Ereğli,5+2,131,5,2,3,9,25,11,True,True,False,True,False,Soba,790491
İzmir,Buca,4+2,103,4,2,3,4,5,4,False,True,False,True,True,Merkezi,1193403
İstanbul,Arnavutköy,1+0,35,1,0,1,21,4,2,False,False,True,False,False,Elektrik,328624
Antalya,Döşemealtı,4+1,76,4,1,3,30,12,10,True,True,False,True,True,Soba,1005264
Adana,Çukurova,1+0,35,1,0,1,28,8,6,True,True,True,False,False,Merkezi,300000
Antalya,Konyaaltı,4+2,84,4,2,3,15,30,28,False,True,False,True,True,Soba,1676012
İzmir,Menderes,1+0,35,1,0,1,2,25,18,True,False,False,True,True,Elektrik,547590
Kayseri,Develi,1+1,52,1,1,1,20,6,5,True,False,False,True,True,Soba,300000
Antalya,Kepez,4+1,77,4,1,3,7,10,3,False,False,False,True,True,Soba,1403801
İstanbul,Sancaktepe,5+2,140,5,2,3,24,25,18,False,False,True,False,False,Kombi,1111799
Antalya,Kalkan,2+1,58,2,1,2,19,8,8,False,True,True,False,False,Soba,639807
Gaziantep,İslahiye,1+0,35,1,0,1,13,4,3,True,True,False,True,True,Elektrik,300000
Antalya,Kepez,5+1,96,5,1,3,26,8,1,False,True,False,False,False,Merkezi,637134
Mersin,Akdeniz,1+1,39,1,1,1,8,25,4,False,False,False,True,False,Klima,300000
İstanbul,Gaziosmanpaşa,1+1,45,1,1,1,17,4,4,True,True,False,True,False,Kombi,679006
Konya,Akşehir,2+2,65,2,2,2,16,6,0,True,True,True,False,False,Klima,300000
İstanbul,Zeytinburnu,3+1,46,3,1,2,35,25,22,True,True,False,False,False,Klima,509462
Gaziantep,Oğuzeli,5+2,49,5,2,3,2,4,3,True,True,True,False,True,Elektrik,339266
Antalya,Manavgat,1+0,35,1,0,1,25,4,0,False,False,True,False,False,Doğalgaz,300000
Ankara,Altındağ,1+1,53,1,1,1,17,6,4,True,True,True,True,False,Doğalgaz,703761
Kayseri,İncesu,4+2,35,4,2,3,29,4,2,True,True,False,False,False,Kombi,300000
İzmir,Narlıdere,3+1,35,3,1,2,8,4,2,True,True,True,False,False,Kombi,376256
Kayseri,Talas,1+1,46,1,1,1,23,8,3,True,True,True,False,True,Klima,300000
Konya,Selçuklu,2+1,81,2,1,2,5,30,12,False,False,False,False,True,Doğalgaz,487590
Ankara,Mamak,1+0,35,1,0,1,9,20,13,False,False,True,True,False,Kombi,494680
İzmir,Bayraklı,5+1,60,5,1,3,2,5,1,True,True,True,True,False,Kombi,678912
Bursa,Osmangazi,5+1,51,5,1,3,20,3,2,True,False,False,True,False,Elektrik,446789
Adana,Sarıçam,3+1,75,3,1,2,14,30,20,False,True,False,False,False,Klima,393787
Kayseri,Develi,4+2,109,4,2,3,11,6,6,True,False,False,True,False,Merkezi,721884
Gaziantep,Şahinbey,2+2,80,2,2,2,22,5,2,False,False,True,False,False,Merkezi,305860
Antalya,Aksu,1+1,48,1,1,1,24,8,3,False,True,False,True,False,Klima,396083
Kayseri,Develi,4+1,82,4,1,3,23,3,0,True,False,False,False,True,Merkezi,374804
Mersin,Erdemli,5+2,117,5,2,3,16,7,5,True,True,False,True,True,Elektrik,649843
Gaziantep,Nizip,5+1,69,5,1,3,27,8,0,True,True,True,True,False,Merkezi,320523
Bursa,Kestel,5+2,107,5,2,3,29,12,3,False,True,True,False,True,Kombi,827105
Bursa,Nilüfer,4+1,64,4,1,3,5,5,0,True,False,True,False,True,Soba,643013
Antalya,Aksu,4+1,68,4,1,3,6,3,3,True,True,True,False,False,Merkezi,867867
Konya,Akşehir,5+1,82,5,1,3,1,10,1,True,False,True,True,True,Klima,830189
Bursa,Orhangazi,3+1,73,3,1,2,15,6,4,False,False,False,False,False,Elektrik,578124
Konya,Beyşehir,2+2,85,2,2,2,19,4,1,False,True,False,True,False,Elektrik,300000
Ankara,Çankaya,1+0,35,1,0,1,21,20,13,True,False,True,True,True,Merkezi,406930
Gaziantep,Şehitkamil,1+0,35,1,0,1,44,10,6,True,True,True,True,True,Doğalgaz,300000
Konya,Selçuklu,5+1,135,5,1,3,30,4,4,True,False,False,False,True,Doğalgaz,696938
İstanbul,Üsküdar,1+1,40,1,1,1,16,30,0,True,True,True,False,False,Kombi,673530
Konya,Meram,2+2,82,2,2,2,39,4,1,False,False,False,True,False,Doğalgaz,338966
Bursa,Yıldırım,2+1,59,2,1,2,19,25,4,False,True,True,True,False,Elektrik,397277
İstanbul,Arnavutköy,5+1,81,5,1,3,28,10,9,True,False,False,False,False,Merkezi,793085
Ankara,Sincan,3+1,88,3,1,2,6,8,1,True,False,False,True,False,Klima,1091586
İzmir,Menderes,4+2,87,4,2,3,43,7,3,False,False,False,False,False,Elektrik,560854
Antalya,Aksu,3+1,65,3,1,2,20,3,1,True,True,False,False,False,Merkezi,668170
Ankara,Altındağ,4+2,155,4,2,3,6,8,1,False,False,True,False,True,Soba,1902732
Adana,Ceyhan,3+2,105,3,2,2,8,10,8,False,True,True,True,True,Soba,767162
Gaziantep,Şahinbey,3+2,88,3,2,2,33,12,8,False,True,True,False,False,Elektrik,307920
Mersin,Toroslar,3+2,87,3,2,2,2,10,5,False,False,False,False,False,Soba,693408
Adana,Yüreğir,1+1,44,1,1,1,24,6,6,False,True,True,False,True,Elektrik,300000
Konya,Beyşehir,4+2,63,4,2,3,27,7,2,False,False,True,False,True,Merkezi,300000
Ankara,Gölbaşı,5+1,116,5,1,3,38,12,10,True,True,True,False,True,Kombi,1097166
Mersin,Yenişehir,4+1,41,4,1,3,26,5,0,True,False,True,False,True,Kombi,300000
Gaziantep,Şehitkamil,3+2,91,3,2,2,17,25,10,False,True,True,False,True,Klima,523650
Bursa,Yıldırım,2+2,110,2,2,2,28,12,4,True,True,True,False,True,Merkezi,758847
Adana,Aladağ,4+2,85,4,2,3,17,30,3,True,True,False,True,True,Elektrik,466970
İzmir,Çiğli,1+0,35,1,0,1,1,6,3,False,True,True,False,True,Soba,525235
Konya,Beyşehir,5+1,84,5,1,3,15,30,16,False,False,False,True,True,Doğalgaz,521722
Kayseri,Kocasinan,1+1,51,1,1,1,27,20,19,False,True,False,False,True,Kombi,300000
Ankara,Mamak,3+1,58,3,1,2,29,8,8,True,False,False,True,True,Klima,525438
Adana,Ceyhan,1+0,35,1,0,1,48,7,4,False,True,True,True,True,Merkezi,300000
